City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Acapulco,MX,2021-08-12 04:42:46,16.8634,-99.8901,77.94,81,20,3.83
297,Metro,ID,2021-08-12 04:43:10,-5.1131,105.3067,90.84,41,20,8.86
298,Novoagansk,RU,2021-08-12 04:43:10,61.9449,76.6625,59.94,50,17,15.26
299,Gogrial,SS,2021-08-12 04:43:11,8.5332,28.1004,70.92,97,100,5.88
300,Imbituba,BR,2021-08-12 04:43:12,-28.24,-48.6703,55.29,81,84,7.72
301,Sakaiminato,JP,2021-08-12 04:39:15,35.55,133.2333,78.78,83,75,4.61
302,Salalah,OM,2021-08-12 04:43:12,17.0151,54.0924,77.09,83,90,5.75
303,Pervomayskiy,RU,2021-08-12 04:43:13,53.2485,40.2871,77.36,40,100,9.93
304,Loandjili,CG,2021-08-12 04:43:13,-4.7561,11.8578,75.31,88,75,6.91
305,Hammerfest,NO,2021-08-12 04:43:14,70.6634,23.6821,52.25,100,75,12.66
306,Gerash,IR,2021-08-12 04:43:14,27.6652,54.1371,86.14,17,0,0.94
307,Touros,BR,2021-08-12 04:43:15,-5.1989,-35.4608,74.3,92,15,9.31
308,Sao Gabriel Da Cachoeira,BR,2021-08-12 04:43:16,-0.1303,-67.0892,72.34,97,66,1.19
309,Abu Samrah,SY,2021-08-12 04:43:16,35.3029,37.1841,81.7,41,0,4.74
310,Nizhniy Odes,RU,2021-08-12 04:43:17,63.6445,54.856,61.41,62,100,8.81
311,Perpignan,FR,2021-08-12 04:43:17,42.75,2.75,73.53,74,0,3.44
312,Kadaya,RU,2021-08-12 04:43:18,50.9327,119.2911,62.6,78,99,3.58
313,Bad Voslau,AT,2021-08-12 04:43:18,47.9653,16.2136,68.23,71,63,1.05
314,Saint George,US,2021-08-12 04:43:19,37.1041,-113.5841,90.19,33,1,3.0
315,Intipuca,SV,2021-08-12 04:43:20,13.1969,-88.0544,82.35,92,88,2.82
316,Balod,IN,2021-08-12 04:43:20,20.73,81.2047,88.0,58,100,9.28
317,San Rafael,AR,2021-08-12 04:43:21,-34.6177,-68.3301,41.68,44,1,2.37
318,Trofors,NO,2021-08-12 04:43:21,65.5333,13.4063,54.75,97,100,2.82
319,Abu Dhabi,AE,2021-08-12 04:43:22,24.4667,54.3667,96.91,49,0,5.75
320,Maltahohe,NA,2021-08-12 04:43:22,-24.8333,16.9833,44.76,48,28,5.19
321,Ishigaki,JP,2021-08-12 04:43:23,24.3448,124.1572,86.13,79,75,16.11
322,Yenagoa,NG,2021-08-12 04:43:24,4.9247,6.2642,73.63,93,100,3.8
323,La Plata,AR,2021-08-12 04:39:55,-34.9215,-57.9545,47.97,92,0,6.73
324,Marawi,PH,2021-08-12 04:43:24,7.9986,124.2928,76.64,56,30,7.49
325,Alofi,NU,2021-08-12 04:43:25,-19.0595,-169.9187,67.89,94,99,17.27
326,Nalut,LY,2021-08-12 04:43:25,30.3333,10.85,84.18,16,0,9.98
327,Skibbereen,IE,2021-08-12 04:43:26,51.55,-9.2667,57.0,82,88,20.85
328,Constitucion,CL,2021-08-12 04:43:26,-35.3333,-72.4167,47.23,75,0,3.87
329,Khatanga,RU,2021-08-12 04:43:27,71.9667,102.5,46.53,79,100,16.44
330,Yar-Sale,RU,2021-08-12 04:43:27,66.8333,70.8333,66.15,48,91,8.88
331,Thompson,CA,2021-08-12 04:43:28,55.7435,-97.8558,46.56,100,90,18.41
332,Porto Belo,BR,2021-08-12 04:43:29,-27.1578,-48.5531,55.38,78,100,12.88
333,Pacific Grove,US,2021-08-12 04:43:30,36.6177,-121.9166,70.02,87,75,1.99
334,Uruzgan,AF,2021-08-12 04:43:30,32.8333,66.0,86.63,8,0,2.01
335,Redlands,US,2021-08-12 04:39:04,34.0556,-117.1825,86.68,39,20,5.75
336,Sao Filipe,CV,2021-08-12 04:43:31,14.8961,-24.4956,74.08,81,53,10.94
337,Talaya,RU,2021-08-12 04:43:32,61.3833,152.75,76.95,32,59,2.42
338,Viransehir,TR,2021-08-12 04:43:32,37.2353,39.7631,87.53,27,0,6.49
339,Lavrentiya,RU,2021-08-12 04:43:33,65.5833,-171.0,41.27,69,100,2.95
340,Silifke,TR,2021-08-12 04:43:33,36.3778,33.9344,84.11,45,1,7.47
341,Amazar,RU,2021-08-12 04:43:34,53.858,120.875,74.71,43,46,3.56
342,Ornskoldsvik,SE,2021-08-12 04:41:12,63.2909,18.7153,56.35,94,7,5.75
343,Turbat,PK,2021-08-12 04:43:34,26.0023,63.044,83.17,67,62,1.74
344,Riyadh,SA,2021-08-12 04:41:18,24.6877,46.7219,93.25,11,0,0.0
345,Sagauli,IN,2021-08-12 04:43:35,26.7833,84.7333,78.17,98,100,3.67
346,Tateyama,JP,2021-08-12 04:43:36,34.9833,139.8667,82.42,86,100,23.82
347,Huilong,CN,2021-08-12 04:43:36,31.8111,121.655,90.03,80,98,6.78
348,Kijang,KR,2021-08-12 04:43:37,35.2442,129.2139,89.33,71,64,10.67
349,Darhan,MN,2021-08-12 04:43:37,49.4867,105.9228,76.5,51,9,2.26
350,Poenari,RO,2021-08-12 04:43:37,45.3167,24.65,56.98,56,39,2.89
351,Bandarbeyla,SO,2021-08-12 04:43:38,9.4942,50.8122,80.55,65,43,24.92
352,Pisco,PE,2021-08-12 04:43:38,-13.7,-76.2167,60.85,82,90,8.05
353,Deep River,CA,2021-08-12 04:43:38,46.1001,-77.4995,71.35,86,55,4.54
354,Hasaki,JP,2021-08-12 04:43:39,35.7333,140.8333,81.0,75,100,10.09
355,Rio Grande,BR,2021-08-12 04:43:39,-32.035,-52.0986,34.95,75,0,4.34
356,Cockburn Town,TC,2021-08-12 04:43:40,21.4612,-71.1419,82.54,73,36,22.84
357,Pangkalanbuun,ID,2021-08-12 04:43:41,-2.6833,111.6167,88.79,57,75,5.93
358,Morondava,MG,2021-08-12 04:43:42,-20.2833,44.2833,71.89,51,95,3.38
359,Jackson,US,2021-08-12 04:43:42,42.4165,-122.8345,85.15,46,20,0.45
360,Dongsheng,CN,2021-08-12 04:43:42,39.8161,109.9776,78.53,21,31,1.39
361,Broken Hill,AU,2021-08-12 04:43:43,-31.95,141.4333,58.71,41,0,8.05
362,Tiznit,MA,2021-08-12 04:43:43,29.5833,-9.5,64.9,69,2,1.07
363,Gimli,CA,2021-08-12 04:42:16,50.6336,-96.9907,59.43,88,50,8.05
364,Tshikapa,CD,2021-08-12 04:43:44,-6.4167,20.8,69.06,36,2,1.1
365,Norrtalje,SE,2021-08-12 04:43:45,59.758,18.705,57.24,87,30,3.47
366,Carlsbad,US,2021-08-12 04:43:45,33.1581,-117.3506,81.72,84,1,3.44
367,Cherskiy,RU,2021-08-12 04:43:46,68.75,161.3,69.42,30,66,5.41
368,Kharakvasla,IN,2021-08-12 04:43:47,18.4333,73.7667,79.79,71,73,9.33
369,Codrington,AU,2021-08-12 04:43:47,-38.2667,141.9667,57.58,71,42,14.7
370,Auki,SB,2021-08-12 04:43:48,-8.7676,160.7034,77.4,89,100,5.79
371,General Elizardo Aquino,PY,2021-08-12 04:43:48,-24.4333,-56.7,56.34,51,100,5.28
372,Bonthe,SL,2021-08-12 04:43:49,7.5264,-12.505,75.47,92,100,8.88
373,Lipari,IT,2021-08-12 04:43:50,38.4674,14.954,85.53,77,2,5.12
374,Ust-Omchug,RU,2021-08-12 04:43:50,61.15,149.6333,80.73,30,20,1.41
375,Yertsevo,RU,2021-08-12 04:43:51,60.7966,40.086,62.04,99,100,3.47
376,Escarcega,MX,2021-08-12 04:43:51,18.6089,-90.7454,72.03,99,95,3.58
377,Banepa,NP,2021-08-12 04:43:52,27.6298,85.5214,75.52,88,75,5.75
378,Sechura,PE,2021-08-12 04:43:53,-5.5569,-80.8222,64.0,79,48,10.0
379,Okha,RU,2021-08-12 04:43:53,53.5739,142.9478,66.85,56,37,12.57
380,Vila,PT,2021-08-12 04:43:54,42.0304,-8.1588,56.7,89,0,2.95
381,Sinnamary,GF,2021-08-12 04:43:54,5.3833,-52.95,76.46,89,100,4.97
382,Mana,GF,2021-08-12 04:43:55,5.6592,-53.7767,76.42,89,99,4.99
383,Norman Wells,CA,2021-08-12 04:43:55,65.282,-126.8329,59.04,77,40,4.61
384,Katsuura,JP,2021-08-12 04:43:56,35.1333,140.3,82.51,79,100,19.37
385,Mareeba,AU,2021-08-12 04:43:57,-17.0,145.4333,73.44,86,80,7.99
386,Dhidhdhoo,MV,2021-08-12 04:43:57,6.8833,73.1,82.71,76,100,16.78
387,Luderitz,NA,2021-08-12 04:43:58,-26.6481,15.1594,52.18,81,14,14.0
388,Caravelas,BR,2021-08-12 04:43:59,-17.7125,-39.2481,67.91,94,7,2.01
389,Roros,NO,2021-08-12 04:43:59,62.5747,11.3842,46.24,93,29,0.0
390,Najran,SA,2021-08-12 04:44:00,17.4924,44.1277,84.85,30,49,1.61
391,Qaqortoq,GL,2021-08-12 04:44:00,60.7167,-46.0333,46.9,81,80,3.6
392,Tarazona,ES,2021-08-12 04:44:01,41.9,-1.7333,70.39,60,68,1.28
393,Ilulissat,GL,2021-08-12 04:44:02,69.2167,-51.1,46.42,76,75,1.14
394,Sept-Iles,CA,2021-08-12 04:40:03,50.2001,-66.3821,64.92,94,90,5.01
395,Praia Da Vitoria,PT,2021-08-12 04:44:03,38.7333,-27.0667,72.75,88,20,13.35
396,Baden-Baden,DE,2021-08-12 04:44:03,48.75,8.25,61.2,92,75,1.14
397,Lovozero,RU,2021-08-12 04:44:04,68.005,35.0117,64.83,59,2,4.88
398,Nong Kung Si,TH,2021-08-12 04:44:04,16.65,103.3,87.94,55,91,7.78
399,Tlacolula,MX,2021-08-12 04:44:04,16.9542,-96.4792,59.11,89,10,5.37
400,Itarema,BR,2021-08-12 04:44:05,-2.9248,-39.9167,78.57,83,7,14.63
401,Brokopondo,SR,2021-08-12 04:44:06,4.75,-55.1667,75.31,91,100,3.62
402,Hare Bay,CA,2021-08-12 04:44:06,48.8499,-54.0148,58.35,84,94,2.62
403,Curuguaty,PY,2021-08-12 04:44:07,-24.4694,-55.6945,57.2,51,100,4.12
404,Senanga,ZM,2021-08-12 04:44:07,-16.1167,23.2667,51.37,49,0,5.48
405,Harer,ET,2021-08-12 04:44:08,9.3094,42.1258,61.29,78,58,10.89
406,Matamoros,MX,2021-08-12 04:43:15,25.5333,-103.25,82.11,39,56,2.51
407,Atambua,ID,2021-08-12 04:44:08,-9.1061,124.8925,86.02,50,31,4.47
408,Kumluca,TR,2021-08-12 04:44:09,36.3703,30.2869,86.83,40,0,4.97
409,Tarata,BO,2021-08-12 04:44:09,-17.6167,-66.0167,54.68,81,17,1.36
410,Port Arthur,CN,2021-08-12 04:44:10,38.8,121.2667,82.9,35,98,5.35
411,Palana,RU,2021-08-12 04:44:10,59.1167,159.9667,54.59,78,15,5.1
412,Curtea,RO,2021-08-12 04:44:11,45.8167,22.3,68.02,61,22,0.69
413,Nishihara,JP,2021-08-12 04:44:11,26.1842,127.7558,84.25,82,75,19.57
414,Skovorodino,RU,2021-08-12 04:44:11,53.9833,123.9167,76.64,41,10,2.59
415,Baoqing,CN,2021-08-12 04:42:03,46.3317,132.2111,66.97,70,94,6.33
416,Chorley,GB,2021-08-12 04:44:12,53.65,-2.6167,55.96,73,65,1.01
417,Yakeshi,CN,2021-08-12 04:44:13,49.2833,120.7333,63.36,70,97,7.2
418,Batagay-Alyta,RU,2021-08-12 04:44:14,67.8006,130.4114,74.5,33,58,6.33
419,Cap Malheureux,MU,2021-08-12 04:44:14,-19.9842,57.6142,74.46,81,7,8.01
420,Ostersund,SE,2021-08-12 04:43:45,63.1792,14.6357,54.05,94,0,2.3
421,Tuensang,IN,2021-08-12 04:44:15,26.2833,94.8333,76.68,97,100,1.28
422,Miri,MY,2021-08-12 04:44:15,4.4148,114.0089,89.74,70,40,3.44
423,Saint-Augustin,CA,2021-08-12 04:43:09,51.226,-58.6502,56.05,75,100,10.78
424,Kizukuri,JP,2021-08-12 04:44:16,40.8061,140.3861,77.85,71,83,7.23
425,Goundi,TD,2021-08-12 04:44:16,9.3627,17.366,69.94,98,100,3.4
426,Egvekinot,RU,2021-08-12 04:44:17,66.3167,-179.1667,42.24,63,95,2.93
427,Adrar,MR,2021-08-12 04:44:18,20.5022,-10.0711,89.42,14,94,7.54
428,Stornoway,GB,2021-08-12 04:44:18,58.2093,-6.3865,53.56,94,75,9.22
429,Kikuyu,KE,2021-08-12 04:44:19,-1.2458,36.6633,55.69,94,75,0.0
430,Padang,ID,2021-08-12 04:44:19,-0.9492,100.3543,84.25,72,87,4.94
431,Yumen,CN,2021-08-12 04:44:20,40.2833,97.2,84.33,20,0,11.39
432,Naraini,IN,2021-08-12 04:44:20,25.1833,80.4833,89.06,64,96,11.65
433,Virginia Beach,US,2021-08-12 04:43:05,36.8529,-75.978,84.25,78,40,5.75
434,Anadyr,RU,2021-08-12 04:44:21,64.75,177.4833,45.1,81,90,11.18
435,Nabire,ID,2021-08-12 04:44:22,-3.3667,135.4833,84.88,68,96,4.94
436,Calama,CL,2021-08-12 04:44:23,-22.4667,-68.9333,55.89,12,90,6.91
437,Nueve De Julio,AR,2021-08-12 04:44:23,-35.4444,-60.8831,38.8,90,0,6.55
438,Moerai,PF,2021-08-12 04:44:24,-22.4333,-151.3333,72.73,85,97,17.9
439,Dauphin,CA,2021-08-12 04:44:24,51.1494,-100.0502,55.54,82,20,11.5
440,Yeppoon,AU,2021-08-12 04:44:25,-23.1333,150.7333,76.78,69,0,15.17
441,Naraina,IN,2021-08-12 04:44:25,26.7833,75.2,84.34,54,47,13.53
442,Grindavik,IS,2021-08-12 04:44:26,63.8424,-22.4338,52.56,100,75,4.61
443,Benoy,TD,2021-08-12 04:44:26,8.9833,16.3199,70.83,97,100,3.8
444,Hualmay,PE,2021-08-12 04:44:26,-11.0964,-77.6139,61.27,83,30,8.05
445,Paamiut,GL,2021-08-12 04:44:27,61.994,-49.6678,44.06,84,75,10.74
446,Kalnibolotskaya,RU,2021-08-12 04:44:27,46.0058,40.4568,75.56,76,99,5.35
447,Biak,ID,2021-08-12 04:44:28,-0.9131,122.8766,81.86,74,44,6.76
448,Kamenka,RU,2021-08-12 04:44:29,51.3223,42.7678,83.28,32,67,17.94
449,Varginha,BR,2021-08-12 04:44:29,-21.5514,-45.4303,54.64,94,14,5.12
450,Karaton,ID,2021-08-12 04:44:30,-6.3424,106.1045,87.96,44,13,0.04
451,Hohhot,CN,2021-08-12 04:44:30,40.8106,111.6522,79.09,44,0,6.71
452,Ust-Kut,RU,2021-08-12 04:44:31,56.7938,105.7672,86.58,28,2,2.86
453,Ako,JP,2021-08-12 04:44:31,34.75,134.4,76.24,78,100,5.44
454,Svetlyy,RU,2021-08-12 04:44:32,54.675,20.1347,59.05,72,7,12.64
455,Paka,MY,2021-08-12 04:44:32,4.6374,103.4368,89.53,62,40,8.05
456,Plettenberg Bay,ZA,2021-08-12 04:44:33,-34.0527,23.3716,52.77,86,87,18.21
457,Palmeira Das Missoes,BR,2021-08-12 04:44:34,-27.8994,-53.3136,38.05,93,3,8.63
458,Port Macquarie,AU,2021-08-12 04:44:34,-31.4333,152.9167,66.16,76,70,9.04
459,Carupano,VE,2021-08-12 04:44:35,10.6678,-63.2585,77.86,89,58,7.87
460,Amos,CA,2021-08-12 04:44:35,48.5669,-78.1162,70.07,97,36,7.7
461,Bethel,US,2021-08-12 04:44:36,41.3712,-73.414,77.83,86,1,3.44
462,Khamgaon,IN,2021-08-12 04:44:37,20.6833,76.5667,84.99,58,100,13.27
463,Benghazi,LY,2021-08-12 04:44:37,32.1167,20.0667,81.28,79,0,8.97
464,Broome,US,2021-08-12 04:44:38,42.2506,-75.833,77.63,83,1,1.01
465,Forrest City,US,2021-08-12 04:40:03,35.0081,-90.7898,82.83,66,2,8.19
466,Periyapatti,IN,2021-08-12 04:44:39,10.75,77.2667,79.81,62,100,21.18
467,Neiafu,TO,2021-08-12 04:44:39,-18.65,-173.9833,70.48,94,75,11.5
468,Lagoa Da Prata,BR,2021-08-12 04:44:40,-20.0225,-45.5436,61.47,50,13,5.57
469,Mayumba,GA,2021-08-12 04:44:41,-3.432,10.6554,72.79,88,77,3.71
470,Lisakovsk,KZ,2021-08-12 04:44:41,52.5369,62.4936,64.17,47,10,14.43
471,Okhotsk,RU,2021-08-12 04:44:42,59.3833,143.3,68.54,73,12,7.67
472,Vangaindrano,MG,2021-08-12 04:44:42,-23.35,47.6,66.09,86,1,5.93
473,Oistins,BB,2021-08-12 04:44:42,13.0667,-59.5333,80.69,78,40,14.97
474,Jiexiu,CN,2021-08-12 04:44:43,37.0244,111.9125,79.66,47,100,6.02
475,Wawa,NG,2021-08-12 04:44:44,9.9022,4.4192,71.98,95,100,6.17
476,Pandan,PH,2021-08-12 04:44:44,14.0453,124.1694,84.24,77,100,5.73
477,Kahului,US,2021-08-12 04:44:45,20.8947,-156.47,80.62,77,1,18.41
478,Plerin,FR,2021-08-12 04:44:46,48.5425,-2.7798,59.32,87,0,1.99
479,Agde,FR,2021-08-12 04:44:46,43.3108,3.4758,74.44,77,0,0.0
480,Taltal,CL,2021-08-12 04:40:20,-25.4,-70.4833,54.66,84,27,1.97
481,Arman,RU,2021-08-12 04:44:47,59.7,150.1667,64.31,76,17,7.87
482,Jacareacanga,BR,2021-08-12 04:44:47,-6.2222,-57.7528,76.57,47,52,1.88
483,Pandan Niog,PH,2021-08-12 04:44:48,6.2282,120.5631,83.86,70,91,7.09
484,Portland,US,2021-08-12 04:35:28,45.5234,-122.6762,91.81,44,40,1.99
485,Inzer,RU,2021-08-12 04:44:48,54.2167,57.5556,65.44,53,5,1.12
486,Puerto Baquerizo Moreno,EC,2021-08-12 04:44:49,-0.9,-89.6,68.4,83,43,11.21
487,Bayan,CN,2021-08-12 04:44:50,46.0833,127.4,60.31,97,100,8.7
488,Mogadishu,SO,2021-08-12 04:44:50,2.0371,45.3438,76.87,69,40,13.8
489,Taoudenni,ML,2021-08-12 04:44:50,22.6783,-3.9836,97.99,15,55,6.13
490,Doka,SD,2021-08-12 04:44:51,13.5167,35.7667,71.67,93,91,11.77
491,Buraydah,SA,2021-08-12 04:42:10,26.326,43.975,88.25,10,5,14.18
492,Rafai,CF,2021-08-12 04:44:52,4.95,23.9167,68.22,99,98,0.89
493,Fare,PF,2021-08-12 04:44:52,-16.7,-151.0167,78.06,75,3,12.37
494,Kalmunai,LK,2021-08-12 04:44:53,7.4167,81.8167,84.87,65,100,0.65
495,Dandong,CN,2021-08-12 04:44:53,40.1292,124.3947,78.1,67,60,7.25
496,Kalinovskaya,RU,2021-08-12 04:44:54,43.5758,45.5192,81.68,66,100,12.12
497,Bereznik,RU,2021-08-12 04:44:54,62.8551,42.7072,63.55,99,100,2.84
498,Lufilufi,WS,2021-08-12 04:44:55,-13.8745,-171.5986,87.58,74,22,12.48
499,Vila Velha,BR,2021-08-12 04:44:55,-20.3297,-40.2925,69.75,83,40,11.5
500,Tommot,RU,2021-08-12 04:44:56,58.9564,126.2925,80.2,41,32,1.1
501,Tulsipur,NP,2021-08-12 04:44:56,28.131,82.2973,76.86,91,100,0.63
502,Sorong,ID,2021-08-12 04:44:57,-0.8833,131.25,82.65,78,65,5.39
503,Sumbe,AO,2021-08-12 04:44:57,-11.2061,13.8437,70.43,86,59,6.04
504,San Policarpo,PH,2021-08-12 04:44:58,12.1791,125.5072,85.33,68,87,6.55
505,Daro,GN,2021-08-12 04:44:58,8.5185,-9.569,69.08,100,100,1.59
506,Bikin,RU,2021-08-12 04:44:59,46.8161,134.26,79.05,39,12,0.74
507,High Level,CA,2021-08-12 04:44:59,58.5169,-117.136,55.51,88,20,2.3
508,Kifri,IQ,2021-08-12 04:45:00,34.6959,44.9661,103.89,13,2,15.3
509,Baculin,PH,2021-08-12 04:45:01,7.4525,126.5842,87.13,63,22,8.61
510,Camana,PE,2021-08-12 04:45:01,-16.6228,-72.7111,60.13,86,22,7.09
511,Kiruna,SE,2021-08-12 04:41:12,67.8557,20.2251,50.92,93,75,3.44
512,Lashio,MM,2021-08-12 04:45:03,22.9333,97.75,69.49,99,100,1.28
513,Nokia,FI,2021-08-12 04:45:03,61.4667,23.5,55.67,100,0,2.3
514,Moose Factory,CA,2021-08-12 04:45:04,51.2585,-80.6094,66.2,88,75,6.91
515,Asau,RO,2021-08-12 04:45:04,46.4333,26.4,65.75,72,90,3.11
516,Puerto Del Rosario,ES,2021-08-12 04:45:05,28.5004,-13.8627,73.15,73,60,11.5
517,Coquimbo,CL,2021-08-12 04:45:06,-29.9533,-71.3436,53.33,82,90,2.3
518,Sulangan,PH,2021-08-12 04:45:07,11.1373,123.7228,83.5,74,89,5.66
519,Muros,ES,2021-08-12 04:45:07,42.7762,-9.0603,64.99,93,12,6.64
520,Cacapava Do Sul,BR,2021-08-12 04:45:08,-30.5122,-53.4914,33.49,90,0,3.4
521,Doha,QA,2021-08-12 04:40:55,25.2867,51.5333,96.78,71,0,1.14
522,Filadelfia,US,2021-08-12 04:41:02,39.9523,-75.1638,75.78,95,75,4.61
523,Guayaramerin,BO,2021-08-12 04:45:09,-10.8368,-65.3614,72.3,53,88,3.62
524,Ghanzi,BW,2021-08-12 04:45:10,-21.5667,21.7833,50.86,37,0,6.58
525,Pundaguitan,PH,2021-08-12 04:45:10,6.3711,126.1689,83.3,72,46,4.76
526,Tonantins,BR,2021-08-12 04:45:11,-2.8731,-67.8022,73.49,87,49,2.35
527,Tondano,ID,2021-08-12 04:45:11,1.3038,124.9112,84.29,61,35,4.52
528,Chiredzi,ZW,2021-08-12 04:45:12,-21.05,31.6667,56.97,76,0,4.25
529,Tallahassee,US,2021-08-12 04:43:14,30.4383,-84.2807,80.53,85,1,3.44
530,Maragogi,BR,2021-08-12 04:45:12,-9.0122,-35.2225,73.45,88,95,7.54
531,Milkovo,RU,2021-08-12 04:45:13,54.7167,158.6167,72.46,46,5,1.25
532,Mitchell,US,2021-08-12 04:40:54,43.7094,-98.0298,75.18,59,1,7.0
533,Port Hardy,CA,2021-08-12 04:42:14,50.6996,-127.4199,62.78,72,40,8.05
534,Changji,CN,2021-08-12 04:45:14,44.0167,87.3167,90.39,27,0,8.95
535,Laredo,US,2021-08-12 04:45:14,27.5064,-99.5075,87.8,66,1,16.11
536,Sangar,RU,2021-08-12 04:45:15,63.9242,127.4739,78.35,40,0,7.25
537,Xingyi,CN,2021-08-12 04:45:15,24.1877,102.817,69.85,86,100,5.14
538,Makhinjauri,GE,2021-08-12 04:45:16,41.6739,41.694,71.46,83,20,11.5
539,Playa Vicente,MX,2021-08-12 04:45:17,17.8333,-95.8167,73.24,94,19,4.07
540,Kualakapuas,ID,2021-08-12 04:45:17,-3.0091,114.3876,78.96,69,82,6.38
541,Berlevag,NO,2021-08-12 04:45:18,70.8578,29.0864,57.2,91,79,11.7
542,Shirokiy,RU,2021-08-12 04:45:18,49.758,129.523,72.09,56,14,1.95
543,Katangli,RU,2021-08-12 04:45:19,51.7102,143.2326,60.3,66,69,11.83
544,Soledade,BR,2021-08-12 04:45:20,-28.8183,-52.5103,36.01,95,4,5.32
545,Long,TH,2021-08-12 04:45:20,18.0761,99.8326,90.84,63,99,4.38
546,Nerchinskiy Zavod,RU,2021-08-12 04:45:21,51.3088,119.61,63.03,80,87,4.63
547,Merrill,US,2021-08-12 04:45:21,45.1805,-89.6835,64.96,96,1,3.44
548,San Quintin,MX,2021-08-12 04:45:22,30.4833,-115.95,70.84,82,2,6.2
549,Jalu,LY,2021-08-12 04:45:23,29.0331,21.5482,84.47,45,0,1.86
550,Filingue,NE,2021-08-12 04:45:23,14.3521,3.3168,81.45,67,100,13.18
