,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
350,Ternate,0.8,127.4,83.7,71,23,4.99,ID,few clouds
351,Mahibadhoo,3.7833,72.9667,82.81,72,100,15.95,MV,overcast clouds
352,Morant Bay,17.8815,-76.4093,82.02,86,56,6.76,JM,light rain
353,Muisne,0.6,-80.0333,74.23,83,100,7.99,EC,overcast clouds
354,Vao,-22.6667,167.4833,67.84,66,92,16.55,NC,overcast clouds
355,Wajima,37.4,136.9,72.28,94,75,8.05,JP,light intensity shower rain
356,San Jose,37.3394,-121.895,81.68,57,75,1.99,US,broken clouds
357,Almaznyy,48.0448,40.045,68.14,74,98,7.27,RU,overcast clouds
358,Mezhdurechenskiy,59.6,65.9333,61.77,64,90,4.79,RU,overcast clouds
359,Lere,10.387,8.5726,67.3,97,100,4.54,NG,overcast clouds
360,Ushumun,52.7833,126.5333,74.28,48,95,4.9,RU,overcast clouds
361,Butembo,0.15,29.2833,56.41,96,36,1.88,CD,light rain
362,Cozumel,20.5083,-86.9458,82.0,91,4,8.01,MX,clear sky
363,Porto Torres,40.835,8.3972,75.38,58,61,3.89,IT,broken clouds
364,Lagunillas,10.1301,-71.2595,78.39,87,44,8.37,VE,scattered clouds
365,Beipiao,41.7919,120.7792,73.26,62,8,8.5,CN,clear sky
366,Kaitangata,-46.2817,169.8464,53.2,63,5,6.24,NZ,clear sky
367,Varkaus,62.3153,27.873,59.11,91,91,5.99,FI,overcast clouds
368,Jalu,29.0331,21.5482,83.05,49,0,13.13,LY,clear sky
369,Sabang,5.8933,95.3214,81.9,76,70,16.35,ID,broken clouds
370,Camacha,33.0833,-16.3333,68.76,73,40,8.05,PT,scattered clouds
371,Mbandaka,0.0487,18.2603,71.94,81,96,2.04,CD,overcast clouds
372,Noyabrsk,63.1994,75.4507,62.31,58,84,9.82,RU,broken clouds
373,Bereda,43.2686,-7.5406,58.57,100,81,3.58,ES,broken clouds
374,San Cristobal,7.7669,-72.225,73.58,97,90,2.62,VE,overcast clouds
375,Port Macquarie,-31.4333,152.9167,66.16,58,41,5.55,AU,scattered clouds
376,Sitka,57.0531,-135.33,62.49,88,90,4.61,US,light rain
377,Chumikan,54.7183,135.315,76.3,52,43,10.76,RU,scattered clouds
378,Batagay-Alyta,67.8006,130.4114,68.63,36,100,9.28,RU,overcast clouds
379,Jati,24.3539,68.2671,83.73,66,90,17.54,PK,overcast clouds
380,Severo-Yeniseyskiy,60.3725,93.0408,58.93,94,100,2.08,RU,overcast clouds
381,Maceio,-9.6658,-35.7353,72.84,94,40,3.44,BR,scattered clouds
382,Arlit,18.7369,7.3853,82.08,56,43,9.46,NE,scattered clouds
383,Praia,14.9215,-23.5087,75.74,78,20,11.5,CV,few clouds
384,Metro,-5.1131,105.3067,85.41,57,48,4.97,ID,scattered clouds
385,Kikwit,-5.041,18.8162,74.89,66,11,2.04,CD,few clouds
386,Matay,28.419,30.7792,82.29,42,0,7.52,EG,clear sky
387,Bardiyah,31.7561,25.0865,79.52,72,0,5.03,LY,clear sky
388,Kyshtovka,56.555,76.6271,54.68,69,1,12.24,RU,clear sky
389,Roald,62.5833,6.1333,61.9,94,75,8.05,NO,broken clouds
390,Menongue,-14.6585,17.691,50.16,24,0,2.35,AO,clear sky
391,Kamina,-8.7386,24.9906,62.15,29,3,2.62,CD,clear sky
392,Vila,42.0304,-8.1588,59.32,86,0,4.16,PT,clear sky
393,Floriano,-6.7669,-43.0225,81.32,34,62,8.79,BR,broken clouds
394,Grand Gaube,-20.0064,57.6608,72.0,84,11,3.0,MU,few clouds
395,Vanimo,-2.6741,141.3028,85.15,67,100,7.4,PG,overcast clouds
396,Praia Da Vitoria,38.7333,-27.0667,73.76,88,75,24.07,PT,broken clouds
397,Kabalo,-6.05,26.9167,73.98,35,20,3.38,CD,few clouds
398,Ambilobe,-13.2,49.05,65.03,83,1,3.42,MG,clear sky
399,Mega,4.05,38.3,56.43,75,74,13.6,ET,broken clouds
400,Inuvik,68.3499,-133.7218,52.66,93,90,3.44,CA,light rain
401,Tandil,-37.3217,-59.1332,35.31,80,0,1.01,AR,clear sky
402,Mbuji-Mayi,-6.15,23.6,78.22,52,99,4.41,CD,overcast clouds
403,Guerrero Negro,27.9769,-114.0611,79.09,76,7,13.04,MX,clear sky
404,La Ronge,55.1001,-105.2842,57.45,51,20,3.44,CA,few clouds
405,Nouadhibou,20.931,-17.0347,70.3,84,15,24.07,MR,few clouds
406,Seka,17.9285,103.9552,79.05,88,100,5.86,TH,moderate rain
407,Zharkent,44.1628,80.0,77.54,39,5,5.88,KZ,clear sky
408,Huarmey,-10.0681,-78.1522,62.78,84,62,10.94,PE,broken clouds
409,Muros,42.7762,-9.0603,65.23,90,4,8.08,ES,clear sky
410,Chandbali,20.7833,86.7667,88.0,68,100,3.22,IN,overcast clouds
411,Springville,40.1652,-111.6107,87.66,30,1,8.05,US,clear sky
412,Sungairaya,0.7,108.9,78.82,87,95,2.93,ID,overcast clouds
413,Pangnirtung,66.1451,-65.7125,52.88,88,100,9.17,CA,overcast clouds
414,Mecca,21.4267,39.8261,87.64,26,56,3.18,SA,broken clouds
415,Redmond,47.674,-122.1215,92.82,61,10,4.16,US,clear sky
416,Villa Maria,-32.4075,-63.2402,43.5,63,56,7.7,AR,broken clouds
417,Dwarka,22.2394,68.9678,80.92,80,100,17.54,IN,overcast clouds
418,Torbay,47.6666,-52.7314,59.58,85,90,8.05,CA,overcast clouds
419,Iralaya,15.0,-83.2333,79.61,83,96,6.31,HN,overcast clouds
420,Ostersund,63.1792,14.6357,54.05,94,26,5.75,SE,scattered clouds
421,Fairbanks,64.8378,-147.7164,59.34,86,90,9.22,US,light intensity shower rain
422,Villa Carlos Paz,-31.4241,-64.4978,38.08,65,3,1.01,AR,clear sky
423,Yumen,40.2833,97.2,84.52,18,0,11.59,CN,clear sky
424,Neepawa,50.2289,-99.4664,55.8,43,4,6.85,CA,clear sky
425,Ulladulla,-35.35,150.4667,65.88,43,0,4.92,AU,clear sky
426,Brewster,41.3973,-73.6171,81.19,82,1,0.0,US,clear sky
427,Aksu,41.1231,80.2644,81.93,31,16,6.04,CN,few clouds
428,Anadyr,64.75,177.4833,50.5,71,0,13.42,RU,clear sky
429,Suluq,31.6682,20.2521,80.94,53,0,7.94,LY,clear sky
430,Salina,38.8403,-97.6114,86.13,79,75,5.99,US,light rain
431,Port-Cartier,50.0334,-66.8654,65.75,99,95,4.92,CA,overcast clouds
432,Pangkalanbuun,-2.6833,111.6167,81.82,82,66,4.34,ID,light rain
433,Scarborough,54.2797,-0.4044,56.93,83,94,1.99,GB,overcast clouds
434,Itaituba,-4.2761,-55.9836,77.27,57,58,0.63,BR,broken clouds
435,Yazykovo,55.2199,56.1353,59.85,45,45,6.29,RU,scattered clouds
436,Dunedin,-45.8742,170.5036,57.79,46,3,8.01,NZ,clear sky
437,Kununurra,-15.7667,128.7333,87.78,22,1,11.5,AU,clear sky
438,Mareeba,-17.0,145.4333,79.45,58,55,8.55,AU,broken clouds
439,Williams Lake,52.1415,-122.1445,85.57,26,1,5.75,CA,clear sky
440,Lianzhou,24.7811,112.3825,88.21,71,92,4.07,CN,overcast clouds
441,Hamada,34.8833,132.0833,74.12,93,100,7.83,JP,overcast clouds
442,Canoinhas,-26.1772,-50.39,45.93,98,100,5.01,BR,overcast clouds
443,Yamada,39.4667,141.95,67.37,95,100,7.81,JP,moderate rain
444,Jawhar,2.7809,45.5005,72.59,90,26,9.66,SO,scattered clouds
445,Kruisfontein,-34.0033,24.7314,49.06,75,89,3.83,ZA,overcast clouds
446,Arman,59.7,150.1667,59.63,79,45,7.38,RU,scattered clouds
447,Oranjemund,-28.55,16.4333,50.05,76,0,14.61,NA,clear sky
448,Rajapur,25.3833,81.15,86.02,70,100,6.17,IN,light rain
449,Chara,56.9064,118.2631,72.41,50,29,4.85,RU,scattered clouds
450,Ola,59.5833,151.2833,56.71,84,66,9.75,RU,broken clouds
451,Sisophon,13.5859,102.9737,88.5,59,100,10.67,KH,overcast clouds
452,Busayra,30.7376,35.6078,68.9,45,0,0.83,JO,clear sky
453,Kearney,40.6995,-99.0815,74.44,56,40,4.0,US,scattered clouds
454,Nhlangano,-27.1167,31.2,48.88,83,100,6.49,SZ,light rain
455,Eureka,40.8021,-124.1637,63.19,78,56,1.01,US,broken clouds
456,Krasnoselkup,65.7,82.4667,58.51,57,97,3.67,RU,overcast clouds
457,Atyrau,47.1167,51.8833,71.62,35,0,17.9,KZ,clear sky
458,Kalaleh,37.3807,55.4916,78.4,73,0,0.0,IR,clear sky
459,Provideniya,64.3833,-173.3,41.11,75,75,15.66,RU,broken clouds
460,Mikkeli,61.6886,27.2723,57.31,94,0,4.61,FI,clear sky
461,Baculin,7.4525,126.5842,85.12,68,63,5.14,PH,broken clouds
462,Rioblanco,3.5308,-75.6806,61.84,94,87,3.89,CO,overcast clouds
463,Dawlatabad,36.4141,64.9053,85.91,19,0,7.52,AF,clear sky
464,Sibolga,1.7427,98.7792,84.79,66,93,2.39,ID,overcast clouds
465,Sechura,-5.5569,-80.8222,65.05,80,34,12.08,PE,scattered clouds
466,Warrnambool,-38.3833,142.4833,57.81,68,7,18.97,AU,clear sky
467,Los Llanos De Aridane,28.6585,-17.9182,69.55,78,40,13.8,ES,scattered clouds
468,Cedar Falls,42.5278,-92.4455,73.04,60,1,8.05,US,clear sky
469,Kalat,29.0225,66.5916,75.87,11,56,2.95,PK,broken clouds
470,Olinda,-8.0089,-34.8553,73.13,88,75,8.05,BR,broken clouds
471,Mongo,12.1844,18.693,73.08,92,100,4.74,TD,light rain
472,Nadym,65.5333,72.5167,63.84,57,100,13.87,RU,overcast clouds
473,Nikolayevskaya,47.6139,41.5023,72.73,67,88,5.57,RU,moderate rain
474,Komsomolskiy,40.4272,71.7189,81.32,28,77,6.91,UZ,broken clouds
475,Mfou,3.7159,11.6427,65.39,94,98,3.49,CM,overcast clouds
476,Gaoual,11.75,-13.2,74.37,97,100,2.84,GN,overcast clouds
477,Byron Bay,-28.65,153.6167,73.51,70,21,9.06,AU,light rain
478,Central Point,42.376,-122.9164,98.73,29,90,3.0,US,smoke
479,Arrifes,37.7667,-25.7,71.85,78,20,11.5,PT,few clouds
480,Meiganga,6.5167,14.3,63.0,98,100,1.79,CM,overcast clouds
481,Lengshuitan,26.4111,111.5956,92.39,54,96,9.24,CN,overcast clouds
482,Caravelas,-17.7125,-39.2481,68.88,90,14,4.41,BR,few clouds
483,Jaen,38.0,-3.5,85.42,33,5,4.27,ES,clear sky
484,Sisimiut,66.9395,-53.6735,48.58,66,99,5.23,GL,overcast clouds
485,San Patricio,28.017,-97.5169,86.09,69,40,11.18,US,scattered clouds
486,Rocha,-34.4833,-54.3333,38.84,93,0,3.42,UY,clear sky
487,Acapulco,16.8634,-99.8901,79.84,81,88,5.03,MX,overcast clouds
488,Hamilton,39.1834,-84.5333,82.04,78,90,1.01,US,overcast clouds
489,Nome,64.5011,-165.4064,53.17,65,97,8.93,US,overcast clouds
490,Kombissiri,12.0656,-1.3375,76.98,92,100,6.33,BF,overcast clouds
491,Marquette,46.5333,-87.6335,65.77,65,0,10.98,US,clear sky
492,Gejiu,23.306,103.1635,64.18,87,100,4.18,CN,light rain
493,Ojinaga,29.5667,-104.4167,81.57,50,75,3.44,MX,broken clouds
494,Galt,38.2546,-121.3,92.14,44,1,10.0,US,clear sky
495,Otsuchi,39.3667,141.9,67.15,94,100,6.67,JP,light rain
496,Mingshui,36.7167,117.5,78.42,74,100,6.69,CN,overcast clouds
497,Palimbang,6.2106,124.1894,86.07,68,92,6.08,PH,overcast clouds
498,Port-Gentil,-0.7193,8.7815,76.73,78,46,9.15,GA,scattered clouds
499,Ati,13.2154,18.3353,71.87,92,100,14.56,TD,overcast clouds
500,Zlitan,32.4674,14.5687,79.36,85,0,3.13,LY,clear sky
501,Sale,34.0389,-6.8166,72.28,94,58,10.36,MA,broken clouds
502,Daru,-9.0763,143.2092,79.07,88,88,14.34,PG,overcast clouds
503,Biak,-0.9131,122.8766,82.8,68,58,5.93,ID,broken clouds
504,Chihuahua,28.5,-106.0,66.99,76,97,5.14,MX,overcast clouds
505,Zhezkazgan,47.8043,67.7144,62.04,64,77,19.82,KZ,broken clouds
506,Sambava,-14.2667,50.1667,66.87,88,52,7.34,MG,broken clouds
507,Mattru,7.6244,-11.8332,73.17,97,99,2.51,SL,light rain
508,Vostok,46.4856,135.8833,74.46,36,9,5.01,RU,clear sky
509,Lata,40.1629,-8.3327,63.01,89,8,2.39,PT,clear sky
510,Verkhoyansk,67.5447,133.385,71.8,38,95,6.98,RU,overcast clouds
511,Pontal Do Parana,-25.6533,-48.5128,56.86,97,100,5.53,BR,overcast clouds
512,Taga,46.95,24.05,55.72,75,1,1.77,RO,clear sky
513,Natori,38.1691,140.8823,69.08,94,75,9.22,JP,light intensity shower rain
514,Kendari,-3.945,122.4989,80.51,85,88,4.61,ID,overcast clouds
515,Shagonar,51.5333,92.8,67.3,63,12,2.13,RU,few clouds
516,Lamont,35.2597,-118.9143,100.67,25,2,6.53,US,clear sky
517,Nueve De Julio,-35.4444,-60.8831,40.86,83,21,6.78,AR,few clouds
518,Alyangula,-13.8483,136.4192,84.07,51,0,12.66,AU,clear sky
519,Sobolevo,54.4299,31.8996,54.9,95,100,7.94,RU,overcast clouds
520,Balabac,7.9868,117.0645,85.71,69,100,9.75,PH,overcast clouds
521,Meulaboh,4.1363,96.1285,80.42,80,99,8.39,ID,overcast clouds
522,San Andres,12.5847,-81.7006,82.42,83,75,8.05,CO,broken clouds
523,Chudovo,59.1167,31.6833,56.88,94,100,17.85,RU,overcast clouds
524,Bara,10.3744,10.7288,69.91,98,100,4.59,NG,overcast clouds
525,Nishihara,26.1842,127.7558,85.66,84,75,14.97,JP,broken clouds
526,Bani Walid,31.7566,13.9942,77.09,67,0,4.94,LY,clear sky
527,Dingle,10.9995,122.6711,88.27,62,43,6.58,PH,light rain
528,Taybad,34.74,60.7756,81.46,18,0,16.93,IR,clear sky
529,Lavrentiya,65.5833,-171.0,44.96,61,70,11.23,RU,broken clouds
530,Makakilo City,21.3469,-158.0858,83.95,64,75,13.8,US,broken clouds
531,Kiruna,67.8557,20.2251,49.12,93,90,1.14,SE,overcast clouds
532,Veraval,20.9,70.3667,81.23,81,100,15.17,IN,overcast clouds
533,Yeppoon,-23.1333,150.7333,74.98,66,0,14.03,AU,clear sky
534,Tuensang,26.2833,94.8333,73.35,98,100,1.97,IN,overcast clouds
535,Kilindoni,-7.9139,39.6668,75.52,74,2,10.45,TZ,clear sky
536,Henties Bay,-22.116,14.2845,52.05,91,13,6.62,NA,few clouds
537,Parabel,58.6978,81.4825,54.39,64,99,14.23,RU,overcast clouds
538,Khandyga,62.6667,135.6,79.25,45,43,4.85,RU,scattered clouds
539,Shimanovsk,52.0,127.7,75.97,46,76,3.94,RU,broken clouds
540,Laguna,38.421,-121.4238,93.02,45,75,1.99,US,broken clouds
541,Tamandare,-8.7597,-35.1047,72.28,85,11,5.59,BR,few clouds
542,Fonte Boa,-2.4959,-66.2662,75.27,82,48,3.49,BR,scattered clouds
543,Roma,43.2128,-75.4557,76.86,90,1,3.44,US,clear sky
544,Bandarbeyla,9.4942,50.8122,75.18,84,78,21.41,SO,broken clouds
545,Havre-Saint-Pierre,50.2334,-63.5986,64.76,100,90,6.91,CA,overcast clouds
546,Scottsboro,34.6723,-86.0341,79.16,100,40,0.0,US,scattered clouds
547,Bay Saint Louis,30.3088,-89.33,81.01,93,80,5.39,US,broken clouds
548,Maltahohe,-24.8333,16.9833,39.51,67,4,13.82,NA,clear sky
549,Oxford,51.7522,-1.256,58.46,91,75,8.05,GB,broken clouds
550,Clyde River,70.4692,-68.5914,37.63,100,90,16.11,CA,light rain
551,Sosnogorsk,63.6023,53.8817,62.55,66,96,6.93,RU,overcast clouds
552,Pochutla,15.7432,-96.4661,79.83,92,97,2.86,MX,overcast clouds
553,Alexandria,31.2156,29.9553,80.56,89,20,5.75,EG,few clouds
554,Estepona,36.4276,-5.1459,82.58,62,81,3.91,ES,light rain
555,Santa Rosa,14.3122,121.1114,90.09,68,92,4.16,PH,overcast clouds
556,Tenosique,17.4833,-91.4333,77.54,75,40,2.17,MX,scattered clouds
557,Luderitz,-26.6481,15.1594,51.58,71,0,18.41,NA,clear sky
558,Nova Petropolis,-29.3764,-51.1144,47.52,97,97,2.35,BR,overcast clouds
559,Labuhan,-6.8844,112.2051,86.52,59,90,3.89,ID,overcast clouds
560,Makkaveyevo,51.7533,113.9454,65.12,54,46,7.43,RU,scattered clouds
561,Mossendjo,-2.9506,12.7261,64.92,98,54,1.54,CG,broken clouds
562,Port Hedland,-20.3167,118.5667,82.45,15,0,12.66,AU,clear sky
563,Puksoozero,62.5903,40.6066,61.81,99,100,5.57,RU,overcast clouds
564,Arona,28.0996,-16.681,64.92,73,40,5.01,ES,scattered clouds
565,Eyl,7.9803,49.8164,75.29,81,70,15.9,SO,broken clouds
566,Porto Santo,33.072,-16.3415,71.51,73,40,8.05,PT,scattered clouds
567,Berdigestyakh,62.0989,126.6992,79.59,37,40,2.62,RU,scattered clouds
568,Xining,36.6167,101.7667,66.63,49,31,0.16,CN,scattered clouds
569,Kirensk,57.7853,108.1119,82.38,37,0,3.24,RU,clear sky
570,Tashtyp,52.7939,89.8983,66.81,77,98,0.43,RU,overcast clouds
571,Shimoda,34.6667,138.95,73.76,85,100,13.8,JP,light rain
572,Malatya,38.5,38.0,60.85,72,0,2.3,TR,clear sky
573,Paungde,18.4833,95.5,85.44,75,100,9.86,MM,overcast clouds
574,Porbandar,21.6422,69.6093,82.38,83,75,11.5,IN,haze
575,Borazjan,29.2666,51.2159,87.13,37,3,3.36,IR,clear sky
576,Provost,52.3501,-110.2683,72.82,38,98,2.93,CA,overcast clouds
577,Hambantota,6.1241,81.1185,80.94,83,20,5.75,LK,few clouds
578,Fort Saint James,54.4333,-124.25,73.94,45,0,3.0,CA,clear sky
579,Hualmay,-11.0964,-77.6139,61.77,82,58,10.76,PE,broken clouds
580,Terbuny,52.1389,38.2789,61.11,77,100,9.26,RU,overcast clouds
581,Taoudenni,22.6783,-3.9836,98.31,8,0,10.92,ML,clear sky
582,Torres,-29.3353,-49.7269,54.82,79,100,4.09,BR,overcast clouds
583,El Salto,20.3333,-104.5,60.28,93,69,1.95,MX,broken clouds
584,Guhagar,17.4842,73.1929,80.55,79,100,1.68,IN,overcast clouds
585,Sola,-13.8833,167.55,77.88,78,31,22.84,VU,scattered clouds
586,Bo Rai,12.5728,102.5371,85.1,73,100,9.01,TH,overcast clouds
587,Moose Factory,51.2585,-80.6094,66.2,55,1,9.22,CA,clear sky
588,Mayumba,-3.432,10.6554,72.5,89,54,2.73,GA,broken clouds
589,Stykkisholmur,65.0757,-22.7297,52.23,91,13,5.46,IS,few clouds
590,Ponta Delgada,37.7333,-25.6667,74.12,78,20,11.5,PT,few clouds
591,Luanda,-8.8368,13.2343,71.29,83,84,6.24,AO,broken clouds
592,Namibe,-15.1961,12.1522,60.8,88,0,5.28,AO,clear sky
593,West Plains,36.7281,-91.8524,84.33,70,68,11.99,US,broken clouds
594,Luancheng,37.8792,114.6517,80.76,70,84,4.09,CN,broken clouds
595,Sao Felix Do Xingu,-6.6447,-51.995,77.79,41,28,1.86,BR,scattered clouds
596,Montepuez,-13.1256,38.9997,59.7,93,5,2.82,MZ,clear sky
597,Hauterive,46.0901,3.4459,66.96,91,94,3.33,FR,overcast clouds
598,Yulara,-25.2406,130.9889,62.44,27,0,19.57,AU,clear sky
599,Mozarlandia,-14.7447,-50.5706,77.54,24,27,4.63,BR,scattered clouds
600,Tonj,7.2737,28.6822,69.78,95,83,3.13,SS,broken clouds
601,Egvekinot,66.3167,-179.1667,50.13,63,91,7.81,RU,overcast clouds
602,La Rioja,42.25,-2.5,65.05,71,0,2.73,ES,clear sky
603,Yangjiang,21.85,111.9667,86.9,72,71,8.32,CN,broken clouds
604,Baijiantan,45.6333,85.1833,87.03,26,100,27.94,CN,overcast clouds
605,Kieta,-6.2167,155.6333,83.53,71,61,7.45,PG,light rain
606,Tayu,-6.5397,111.0518,86.56,57,56,6.35,ID,broken clouds
607,Ihosy,-22.4,46.1167,56.53,67,0,2.17,MG,clear sky
608,Coquimbo,-29.9533,-71.3436,49.73,81,90,3.44,CL,overcast clouds
609,Bassar,9.25,0.7833,69.51,98,100,5.66,TG,light rain
610,Ingham,42.6,-84.3833,76.78,85,90,8.05,US,overcast clouds
611,Manaus,-3.1019,-60.025,82.89,78,75,3.44,BR,broken clouds
612,Dondo,-19.6094,34.7431,65.71,86,0,5.19,MZ,clear sky
613,Adre,13.4667,22.2,71.67,84,39,0.29,TD,scattered clouds
614,Payo,-3.7508,103.6372,87.01,45,99,3.85,ID,overcast clouds
615,Panubigan,7.4281,123.3466,83.34,69,71,2.15,PH,light rain
616,Ayr,55.4627,-4.6339,56.48,82,0,11.5,GB,clear sky
617,Kloulklubed,7.0419,134.2556,86.5,69,8,9.53,PW,clear sky
618,Manthani,18.65,79.6667,85.32,64,84,8.63,IN,broken clouds
619,Quebo,11.3333,-14.9333,74.8,96,100,1.12,GW,moderate rain
620,Joao Camara,-5.5375,-35.8197,70.84,91,1,9.24,BR,clear sky
621,Kuandian,40.7286,124.7847,76.51,64,13,2.64,CN,few clouds
622,Severnyy,50.677,36.5532,60.84,82,0,6.71,RU,clear sky
623,Oranjestad,12.524,-70.027,84.15,79,20,16.11,AW,few clouds
624,Tagbac,7.089,125.1567,75.52,70,43,1.99,PH,moderate rain
625,Fukue,32.6881,128.8419,79.16,100,75,11.5,JP,heavy intensity shower rain
626,Chancay,-11.5714,-77.2672,63.32,82,49,7.54,PE,scattered clouds
627,Apac,1.9756,32.5386,64.62,92,67,2.8,UG,broken clouds
628,Ahuimanu,21.4447,-157.8378,85.14,68,40,10.36,US,scattered clouds
629,Lensk,60.7253,114.9278,81.77,48,52,1.88,RU,broken clouds
630,Trelew,-43.249,-65.3051,52.07,24,0,8.99,AR,clear sky
631,Vestmannaeyjar,63.4427,-20.2734,53.89,85,100,3.11,IS,overcast clouds
632,Guilin,25.2819,110.2864,84.31,76,100,5.93,CN,overcast clouds
633,Igrim,63.1906,64.4162,60.4,66,99,7.0,RU,overcast clouds
634,Pathein,16.7833,94.7333,86.16,71,100,6.06,MM,overcast clouds
635,Tual,-5.6667,132.75,80.58,82,42,20.45,ID,scattered clouds
636,Te Anau,-45.4167,167.7167,49.21,76,57,4.25,NZ,broken clouds
637,Banda Aceh,5.5577,95.3222,82.0,74,86,10.83,ID,overcast clouds
638,Waverly,42.7392,-84.6208,77.11,86,50,6.91,US,scattered clouds
639,Gorontalo,0.5412,123.0595,88.23,61,88,6.78,ID,overcast clouds
640,Rio Gallegos,-51.6226,-69.2181,44.65,65,0,13.8,AR,clear sky
641,Moree,-29.4667,149.85,69.82,64,75,3.44,AU,broken clouds
642,Benguela,-12.5763,13.4055,68.59,92,8,2.26,AO,clear sky
643,Sayville,40.7359,-73.0821,83.28,86,40,1.01,US,scattered clouds
644,Black River,18.0264,-77.8487,82.4,82,97,6.17,JM,overcast clouds
645,Brae,60.3964,-1.353,55.31,91,65,7.29,GB,broken clouds
646,Maracacume,-2.0428,-45.9592,74.26,96,98,5.01,BR,overcast clouds
647,Zihuatanejo,17.6333,-101.55,80.71,80,97,3.2,MX,overcast clouds
648,Mardin,37.3131,40.7436,77.5,24,0,5.93,TR,clear sky
649,Sarmanovo,55.2553,52.5891,65.08,33,3,7.81,RU,clear sky
650,Nalut,30.3333,10.85,85.37,23,3,9.1,LY,clear sky
651,Santa Cruz,-17.8,-63.1667,63.86,34,75,14.97,BO,broken clouds
652,Hohhot,40.8106,111.6522,75.49,50,0,4.47,CN,clear sky
653,Tupik,54.4253,119.9327,69.73,51,77,4.99,RU,broken clouds
654,Avera,33.194,-82.5271,80.74,61,1,5.37,US,clear sky
655,Deputatskiy,69.3,139.9,61.05,55,99,18.07,RU,overcast clouds
656,Bantry,51.6833,-9.45,54.88,83,100,14.0,IE,overcast clouds
657,Esso,55.9333,158.7,70.45,45,25,4.63,RU,scattered clouds
658,Tenenkou,14.4572,-4.9169,80.44,68,99,10.42,ML,overcast clouds
659,Gizo,-8.103,156.8419,82.65,72,95,8.59,SB,light rain
660,Sciacca,37.5082,13.0881,81.03,66,0,3.31,IT,clear sky
661,Havelock,34.8791,-76.9013,82.94,87,1,4.0,US,clear sky
662,Genhe,50.7833,121.5167,70.21,40,79,3.24,CN,broken clouds
663,Kholm,59.2667,32.85,58.3,97,100,14.12,RU,moderate rain
664,Santa,17.486,120.4348,81.61,76,100,0.78,PH,overcast clouds
665,Cocobeach,1.0002,9.5823,76.93,83,99,6.49,GA,light rain
666,Cannington,-32.0167,115.95,66.15,50,0,4.0,AU,clear sky
667,Wucheng,29.6008,118.175,80.38,92,100,2.57,CN,light rain
668,Samarai,-10.6167,150.6667,78.73,86,99,14.32,PG,moderate rain
669,Porto Novo,6.4965,2.6036,78.62,91,100,5.28,BJ,overcast clouds
670,Pychas,56.5033,52.4409,58.05,50,5,5.84,RU,clear sky
671,Yaan,7.3833,8.5667,71.2,97,99,4.63,NG,overcast clouds
672,Redwater,33.3582,-94.2544,86.18,70,5,8.14,US,clear sky
673,Atambua,-9.1061,124.8925,85.21,47,7,4.29,ID,clear sky
674,Palana,59.1167,159.9667,53.22,85,54,4.88,RU,broken clouds
675,Erdenet,49.0333,104.0833,62.51,81,75,5.14,MN,broken clouds
676,Dargaville,-35.9333,173.8833,57.18,86,85,11.14,NZ,overcast clouds
677,Carbonia,39.1672,8.5222,75.85,59,87,3.91,IT,overcast clouds
678,Sangar,63.9242,127.4739,76.15,31,18,10.22,RU,few clouds
679,Luau,-10.7073,22.2247,59.74,23,0,4.03,AO,clear sky
680,Brigantine,39.4101,-74.3646,83.01,90,16,11.27,US,few clouds
681,Peleduy,59.6289,112.7406,84.76,42,9,1.99,RU,clear sky
682,Santa Isabel Do Rio Negro,-0.4139,-65.0192,74.08,96,100,2.8,BR,overcast clouds
683,Haukipudas,65.1765,25.3523,50.05,83,84,3.85,FI,broken clouds
684,Yerbogachen,61.2767,108.0108,78.1,43,97,3.98,RU,overcast clouds
685,Nioro,13.35,-15.75,75.87,86,86,5.23,GM,overcast clouds
686,Belaya Gora,68.5333,146.4167,67.19,65,98,9.13,RU,light rain
687,North Bend,43.4065,-124.2243,71.24,93,82,5.1,US,broken clouds
688,Coihaique,-45.5752,-72.0662,44.55,76,0,5.75,CL,clear sky
689,Yatou,37.15,122.3833,78.06,69,100,11.01,CN,light rain
690,Espinosa,-14.9261,-42.8192,65.82,63,14,7.25,BR,few clouds
691,Ituverava,-20.3394,-47.7806,68.65,40,7,4.27,BR,clear sky
692,Kodinsk,58.6881,99.1844,69.94,66,100,3.09,RU,overcast clouds
693,Killybegs,54.6333,-8.45,56.44,84,79,21.12,IE,broken clouds
